,loan_amnt,term,int_rate,home_ownership,annual_inc,purpose,addr_state,bad_loan
2601,35000,36 months,16.99,MORTGAGE,84000.0,debt_consolidation,TX,1
543,35000,36 months,16.99,RENT,392000.0,debt_consolidation,NY,1
635,35000,60 months,16.99,OWN,100000.0,home_improvement,NY,0
929,35000,60 months,17.1,MORTGAGE,86000.0,credit_card,CA,0
900,35000,60 months,17.1,MORTGAGE,121000.0,debt_consolidation,NC,0
997,35000,36 months,17.1,RENT,120000.0,debt_consolidation,CA,1
890,35000,60 months,17.1,MORTGAGE,110000.0,debt_consolidation,HI,0
705,35000,36 months,17.1,MORTGAGE,103000.0,debt_consolidation,VA,0
725,35000,36 months,17.1,MORTGAGE,110000.0,debt_consolidation,MN,1
1005,35000,36 months,17.1,MORTGAGE,130000.0,debt_consolidation,WA,0
768,35000,60 months,17.1,MORTGAGE,95000.0,debt_consolidation,FL,0
930,35000,36 months,17.1,MORTGAGE,187000.0,credit_card,TX,0
984,35000,36 months,17.1,MORTGAGE,134000.0,debt_consolidation,IN,0
657,35000,36 months,17.1,MORTGAGE,130000.0,debt_consolidation,TX,0
993,35000,36 months,17.1,MORTGAGE,100000.0,debt_consolidation,TX,0
874,35000,36 months,17.1,MORTGAGE,146000.0,debt_consolidation,CA,0
914,35000,60 months,17.1,MORTGAGE,150000.0,debt_consolidation,KY,0
853,35000,36 months,17.1,MORTGAGE,125000.0,debt_consolidation,CA,0
937,35000,60 months,17.1,MORTGAGE,92400.0,debt_consolidation,FL,0
954,35000,36 months,17.1,OWN,220000.0,home_improvement,FL,0
947,35000,36 months,17.1,MORTGAGE,147000.0,debt_consolidation,OH,1
809,35000,60 months,17.1,MORTGAGE,90000.0,debt_consolidation,AZ,0
684,35000,36 months,17.1,RENT,89334.0,small_business,CA,0
799,35000,60 months,17.1,MORTGAGE,93028.0,debt_consolidation,WI,1
828,35000,36 months,17.1,RENT,185000.0,debt_consolidation,CT,0
851,35000,60 months,17.1,OWN,90000.0,credit_card,KS,0
673,35000,60 months,17.1,RENT,100360.0,debt_consolidation,NY,1
950,35000,36 months,17.1,MORTGAGE,120000.0,debt_consolidation,LA,0
842,35000,36 months,17.1,MORTGAGE,104000.0,debt_consolidation,WI,0
651,35000,36 months,17.1,OWN,145000.0,debt_consolidation,GA,0
456,35000,36 months,17.14,MORTGAGE,200000.0,other,TX,0
2704,35000,60 months,17.14,MORTGAGE,100000.0,debt_consolidation,NC,0
2674,35000,36 months,17.14,MORTGAGE,155000.0,debt_consolidation,CA,0
2718,35000,36 months,17.14,MORTGAGE,86000.0,debt_consolidation,TX,0
503,35000,60 months,17.14,MORTGAGE,85000.0,credit_card,MO,0
510,35000,60 months,17.14,MORTGAGE,74500.0,debt_consolidation,CA,0
2663,35000,60 months,17.14,OWN,86900.0,credit_card,CA,0
485,35000,60 months,17.14,MORTGAGE,146000.0,wedding,NJ,0
436,35000,60 months,17.14,RENT,75500.0,debt_consolidation,CA,1
443,35000,60 months,17.14,MORTGAGE,112000.0,debt_consolidation,TX,0
2698,35000,60 months,17.14,MORTGAGE,156751.0,debt_consolidation,TX,0
2653,35000,60 months,17.14,RENT,400000.0,other,NY,0
464,35000,60 months,17.14,MORTGAGE,93000.0,debt_consolidation,MO,0
2694,35000,60 months,17.14,MORTGAGE,105000.0,credit_card,FL,0
2082,35000,60 months,17.27,MORTGAGE,109000.0,debt_consolidation,SC,0
70,35000,60 months,17.27,MORTGAGE,97500.0,house,NH,1
37,35000,60 months,17.27,MORTGAGE,325000.0,debt_consolidation,NJ,0
2064,35000,60 months,17.27,MORTGAGE,130000.0,credit_card,TX,0
2145,35000,36 months,17.27,RENT,120000.0,debt_consolidation,CA,0
2509,35000,36 months,17.27,MORTGAGE,199000.0,debt_consolidation,OH,0
168,35000,60 months,17.27,MORTGAGE,128800.0,debt_consolidation,NJ,0
2302,35000,36 months,17.27,MORTGAGE,212660.0,debt_consolidation,NJ,0
114,35000,36 months,17.27,MORTGAGE,87000.0,other,MD,0
2157,35000,36 months,17.27,MORTGAGE,120000.0,debt_consolidation,NC,0
2107,35000,60 months,17.27,MORTGAGE,200000.0,credit_card,OR,0
100,35000,60 months,17.27,MORTGAGE,122000.0,credit_card,OH,0
0,35000,60 months,17.27,MORTGAGE,150000.0,home_improvement,NY,0
1921,35000,36 months,17.27,OWN,83000.0,credit_card,MI,1
1776,35000,36 months,17.27,RENT,80000.0,debt_consolidation,MN,1
1541,35000,36 months,17.27,MORTGAGE,300000.0,debt_consolidation,CA,0
1470,35000,60 months,17.27,MORTGAGE,240000.0,debt_consolidation,CA,0
1775,35000,60 months,17.27,OWN,240000.0,credit_card,CT,1
2448,35000,36 months,17.27,OWN,100000.0,small_business,TX,1
2105,35000,60 months,17.27,MORTGAGE,150000.0,home_improvement,TX,0
2051,35000,60 months,17.27,MORTGAGE,85000.0,debt_consolidation,MI,0
2097,35000,36 months,17.27,RENT,87000.0,debt_consolidation,FL,0
1555,35000,36 months,17.27,MORTGAGE,185120.0,debt_consolidation,NY,0
2031,35000,60 months,17.27,MORTGAGE,85000.0,debt_consolidation,CT,0
2545,35000,36 months,17.27,MORTGAGE,105000.0,debt_consolidation,VA,0
2026,35000,60 months,17.27,MORTGAGE,170000.0,debt_consolidation,LA,0
5,35000,60 months,17.27,MORTGAGE,208000.0,debt_consolidation,MD,0
2020,35000,60 months,17.27,MORTGAGE,210000.0,debt_consolidation,OR,1
60,35000,60 months,17.27,MORTGAGE,97936.0,debt_consolidation,VA,1
2404,35000,36 months,17.27,MORTGAGE,180000.0,debt_consolidation,KS,0
54,35000,60 months,17.27,RENT,97000.0,debt_consolidation,WV,0
2204,35000,36 months,17.27,RENT,225000.0,debt_consolidation,MO,0
127,35000,60 months,17.27,MORTGAGE,80000.0,debt_consolidation,CA,1
1985,35000,60 months,17.27,MORTGAGE,81000.0,debt_consolidation,MI,1
119,35000,36 months,17.27,MORTGAGE,90000.0,small_business,NV,1
1979,35000,60 months,17.27,OWN,100000.0,debt_consolidation,NY,1
188,35000,60 months,17.27,RENT,100000.0,small_business,CA,0
2209,35000,36 months,17.27,MORTGAGE,103500.0,debt_consolidation,CA,0
21,35000,60 months,17.27,OWN,68750.0,other,MA,0
2460,35000,36 months,17.27,RENT,110000.0,small_business,NY,0
109,35000,60 months,17.27,RENT,92000.0,debt_consolidation,MD,0
1883,35000,60 months,17.27,MORTGAGE,85869.0,debt_consolidation,CO,1
1782,35000,60 months,17.27,MORTGAGE,275000.0,debt_consolidation,PA,0
1779,35000,36 months,17.27,MORTGAGE,180000.0,debt_consolidation,CA,0
1927,35000,60 months,17.27,MORTGAGE,120000.0,credit_card,TX,0
1523,35000,36 months,17.27,RENT,98000.0,credit_card,CA,0
1478,35000,60 months,17.27,MORTGAGE,96000.0,credit_card,FL,1
1752,35000,36 months,17.27,MORTGAGE,223000.0,debt_consolidation,OH,0
1894,35000,60 months,17.27,MORTGAGE,84000.0,debt_consolidation,PA,1
1579,35000,36 months,17.27,OWN,102000.0,credit_card,MI,0
1799,35000,60 months,17.27,MORTGAGE,151000.0,credit_card,VA,0
1610,35000,60 months,17.27,MORTGAGE,140000.0,debt_consolidation,TX,1
1415,35000,36 months,17.27,OWN,100000.0,debt_consolidation,NY,1
1669,35000,36 months,17.27,MORTGAGE,179700.0,debt_consolidation,MD,0
1929,35000,36 months,17.27,MORTGAGE,108000.0,debt_consolidation,VA,1
1790,35000,36 months,17.27,MORTGAGE,185000.0,debt_consolidation,VA,1
1446,35000,60 months,17.27,RENT,250000.0,home_improvement,NJ,0
1933,35000,36 months,17.27,RENT,140000.0,debt_consolidation,IL,0
1939,35000,60 months,17.27,MORTGAGE,105000.0,debt_consolidation,PA,1
1607,35000,60 months,17.27,MORTGAGE,96000.0,debt_consolidation,OH,0
1603,35000,36 months,17.27,MORTGAGE,1300000.0,debt_consolidation,FL,0
1480,35000,60 months,17.27,MORTGAGE,227500.0,debt_consolidation,GA,0
1379,35000,36 months,17.27,RENT,98000.0,credit_card,NY,1
1807,35000,36 months,17.27,RENT,120000.0,house,CA,0
1721,35000,36 months,17.27,MORTGAGE,525000.0,other,CO,0
1381,35000,60 months,17.27,MORTGAGE,128336.0,home_improvement,AZ,1
1851,35000,60 months,17.27,MORTGAGE,122000.0,debt_consolidation,VA,1
1558,35000,36 months,17.27,MORTGAGE,285000.0,house,TX,1
1944,35000,36 months,17.27,RENT,81000.0,debt_consolidation,CA,0
1832,35000,60 months,17.27,MORTGAGE,140000.0,debt_consolidation,FL,0
1685,35000,60 months,17.27,MORTGAGE,100000.0,debt_consolidation,VA,0
1970,35000,36 months,17.27,MORTGAGE,110000.0,credit_card,MN,0
1953,35000,60 months,17.27,MORTGAGE,130000.0,credit_card,CA,0
1847,35000,60 months,17.27,RENT,175000.0,debt_consolidation,TX,0
1462,35000,36 months,17.27,MORTGAGE,87360.0,debt_consolidation,TX,0
1517,35000,36 months,17.27,OWN,110000.0,debt_consolidation,CO,0
1495,35000,36 months,17.27,MORTGAGE,235000.0,debt_consolidation,VA,0
1503,35000,36 months,17.27,MORTGAGE,94000.0,debt_consolidation,MD,0
1756,35000,36 months,17.27,MORTGAGE,78000.0,debt_consolidation,NY,0
1509,35000,60 months,17.27,MORTGAGE,107000.0,debt_consolidation,TX,0
1511,35000,36 months,17.27,MORTGAGE,130000.0,credit_card,TX,0
1812,35000,60 months,17.27,MORTGAGE,90000.0,debt_consolidation,NJ,0
1920,35000,60 months,17.27,MORTGAGE,130000.0,credit_card,LA,0
1573,35000,60 months,17.27,MORTGAGE,93600.0,debt_consolidation,CA,0
411,35000,36 months,17.49,MORTGAGE,350000.0,debt_consolidation,SC,0
408,35000,60 months,17.49,MORTGAGE,240000.0,debt_consolidation,NY,0
384,35000,60 months,17.49,MORTGAGE,81504.0,debt_consolidation,NJ,1
412,35000,60 months,17.49,MORTGAGE,116000.0,small_business,AL,0
324,35000,60 months,17.49,RENT,80000.0,small_business,WI,1
236,35000,36 months,17.49,MORTGAGE,190000.0,credit_card,CA,0
273,35000,36 months,17.49,MORTGAGE,130000.0,credit_card,MN,0
385,35000,60 months,17.49,MORTGAGE,128000.0,other,CA,0
290,35000,60 months,17.49,MORTGAGE,96000.0,small_business,NJ,1
409,35000,60 months,17.49,MORTGAGE,100000.0,home_improvement,CA,0
286,35000,60 months,17.49,MORTGAGE,193600.0,debt_consolidation,NY,0
345,35000,60 months,17.49,MORTGAGE,105600.0,debt_consolidation,GA,0
291,35000,60 months,17.49,MORTGAGE,110000.0,small_business,NY,0
513,35000,60 months,17.51,MORTGAGE,130000.0,home_improvement,AZ,0
488,35000,60 months,17.51,MORTGAGE,160000.0,home_improvement,NC,0
516,35000,60 months,17.51,MORTGAGE,113000.0,debt_consolidation,CO,1
1105,35000,60 months,17.56,MORTGAGE,475000.0,home_improvement,MN,0
1276,35000,36 months,17.56,MORTGAGE,83000.0,debt_consolidation,CA,0
1027,35000,36 months,17.56,OWN,105000.0,small_business,GA,1
1274,35000,36 months,17.56,RENT,110000.0,debt_consolidation,CA,0
1051,35000,36 months,17.56,MORTGAGE,220000.0,credit_card,TX,1
1040,35000,60 months,17.56,MORTGAGE,120000.0,debt_consolidation,NY,0
1097,35000,36 months,17.56,OWN,145000.0,house,CA,0
1269,35000,36 months,17.56,RENT,80000.0,debt_consolidation,MO,0
1076,35000,60 months,17.56,MORTGAGE,120000.0,debt_consolidation,NY,0
1261,35000,36 months,17.56,RENT,85000.0,house,CA,0
1284,35000,36 months,17.56,RENT,160000.0,credit_card,NY,0
1224,35000,36 months,17.56,MORTGAGE,95000.0,debt_consolidation,NY,1
1067,35000,60 months,17.56,MORTGAGE,149000.0,debt_consolidation,WA,0
1194,35000,60 months,17.56,MORTGAGE,280000.0,home_improvement,VA,1
1220,35000,36 months,17.56,MORTGAGE,125000.0,debt_consolidation,NY,0
1159,35000,60 months,17.56,MORTGAGE,100000.0,debt_consolidation,SC,0
1302,35000,36 months,17.56,MORTGAGE,230000.0,debt_consolidation,LA,0
1169,35000,36 months,17.56,RENT,86000.0,debt_consolidation,WA,0
1063,35000,36 months,17.56,RENT,82000.0,debt_consolidation,TN,1
1170,35000,36 months,17.56,MORTGAGE,246720.0,major_purchase,VA,0
2582,35000,36 months,17.57,OWN,150000.0,debt_consolidation,VA,0
584,35000,36 months,17.57,MORTGAGE,377031.0,debt_consolidation,MO,0
591,35000,60 months,17.57,RENT,130000.0,debt_consolidation,VA,1
549,35000,36 months,17.57,MORTGAGE,120000.0,debt_consolidation,TX,0
2637,35000,60 months,17.57,MORTGAGE,172500.0,debt_consolidation,CA,0
533,35000,60 months,17.57,MORTGAGE,96500.0,home_improvement,NJ,1
566,35000,60 months,17.57,MORTGAGE,97000.0,debt_consolidation,TX,1
552,35000,36 months,17.57,RENT,120000.0,debt_consolidation,CA,0
2586,35000,60 months,17.57,MORTGAGE,105000.0,home_improvement,TX,0
633,35000,60 months,17.57,MORTGAGE,270000.0,debt_consolidation,NY,0
2614,35000,36 months,17.57,MORTGAGE,85000.0,debt_consolidation,OH,0
2643,35000,36 months,17.57,RENT,96000.0,debt_consolidation,NJ,0
2646,35000,60 months,17.57,MORTGAGE,140000.0,credit_card,WI,0
2645,35000,60 months,17.57,RENT,165000.0,debt_consolidation,TX,0
561,35000,60 months,17.57,MORTGAGE,200000.0,debt_consolidation,WI,1
89,35000,60 months,17.58,RENT,79000.0,debt_consolidation,CA,1
182,35000,36 months,17.58,MORTGAGE,305000.0,house,NC,0
203,35000,36 months,17.58,MORTGAGE,116000.0,debt_consolidation,CA,0
679,35000,60 months,17.76,MORTGAGE,100000.0,credit_card,CA,0
961,35000,36 months,17.76,MORTGAGE,140000.0,debt_consolidation,CA,0
781,35000,60 months,17.76,MORTGAGE,225000.0,debt_consolidation,CO,0
995,35000,36 months,17.76,MORTGAGE,106818.66,debt_consolidation,CO,0
802,35000,60 months,17.76,MORTGAGE,96000.0,credit_card,CO,0
772,35000,60 months,17.76,MORTGAGE,98000.0,credit_card,TX,0
835,35000,60 months,17.76,MORTGAGE,80000.0,home_improvement,TX,0
969,35000,36 months,17.76,MORTGAGE,225000.0,debt_consolidation,NJ,0
983,35000,36 months,17.76,MORTGAGE,300000.0,debt_consolidation,CA,0
770,35000,60 months,17.76,MORTGAGE,110000.0,credit_card,AZ,0
1911,35000,60 months,17.77,MORTGAGE,115000.0,debt_consolidation,IN,1
1458,35000,36 months,17.77,MORTGAGE,195000.0,debt_consolidation,CA,0
2168,35000,36 months,17.77,MORTGAGE,90000.0,debt_consolidation,NC,0
2210,35000,36 months,17.77,RENT,110000.0,debt_consolidation,WA,0
2060,35000,60 months,17.77,MORTGAGE,100000.0,credit_card,CA,0
1674,35000,36 months,17.77,MORTGAGE,175000.0,debt_consolidation,TX,0
2057,35000,60 months,17.77,RENT,101534.83,debt_consolidation,NJ,1
1677,35000,36 months,17.77,MORTGAGE,260000.0,credit_card,TN,0
1925,35000,36 months,17.77,MORTGAGE,98000.0,debt_consolidation,SC,0
1739,35000,36 months,17.77,MORTGAGE,131000.0,small_business,MO,0
1570,35000,36 months,17.77,MORTGAGE,264000.0,home_improvement,CA,1
2046,35000,60 months,17.77,MORTGAGE,123600.0,debt_consolidation,PA,1
2255,35000,36 months,17.77,MORTGAGE,164208.0,debt_consolidation,MI,0
2040,35000,60 months,17.77,MORTGAGE,96000.0,debt_consolidation,NY,0
1561,35000,36 months,17.77,MORTGAGE,100000.0,home_improvement,NY,1
2318,35000,60 months,17.77,OWN,98000.0,small_business,NY,1
1888,35000,36 months,17.77,RENT,100000.0,debt_consolidation,CA,0
2005,35000,36 months,17.77,MORTGAGE,79000.0,debt_consolidation,CA,1
1691,35000,60 months,17.77,MORTGAGE,104000.0,debt_consolidation,LA,1
1928,35000,36 months,17.77,MORTGAGE,115000.0,debt_consolidation,CA,1
1794,35000,60 months,17.77,MORTGAGE,108000.0,home_improvement,AL,0
2294,35000,36 months,17.77,MORTGAGE,124000.0,debt_consolidation,MO,1
2272,35000,36 months,17.77,MORTGAGE,225000.0,credit_card,OH,0
2153,35000,36 months,17.77,MORTGAGE,126000.0,debt_consolidation,TX,0
2169,35000,36 months,17.77,MORTGAGE,110000.0,debt_consolidation,FL,0
1746,35000,36 months,17.77,MORTGAGE,100000.0,home_improvement,AL,1
1656,35000,36 months,17.77,MORTGAGE,123000.0,debt_consolidation,NJ,1
2138,35000,36 months,17.77,OWN,89000.0,debt_consolidation,KY,0
1795,35000,60 months,17.77,MORTGAGE,125000.0,debt_consolidation,WV,0
1498,35000,36 months,17.77,MORTGAGE,130000.0,debt_consolidation,CA,0
1875,35000,36 months,17.77,RENT,149000.0,credit_card,CA,0
1824,35000,36 months,17.77,RENT,93000.0,small_business,FL,1
1422,35000,60 months,17.77,RENT,160000.0,debt_consolidation,VA,0
1778,35000,60 months,17.77,MORTGAGE,80000.0,debt_consolidation,GA,1
1402,35000,36 months,17.77,MORTGAGE,110000.0,debt_consolidation,MD,0
1412,35000,36 months,17.77,MORTGAGE,88000.0,debt_consolidation,FL,1
1414,35000,36 months,17.77,MORTGAGE,85000.0,debt_consolidation,CO,0
1976,35000,36 months,17.77,MORTGAGE,124000.0,debt_consolidation,NY,1
1743,35000,60 months,17.77,RENT,80000.0,credit_card,NH,0
1400,35000,60 months,17.77,MORTGAGE,105000.0,home_improvement,IL,0
1374,35000,36 months,17.77,MORTGAGE,178000.0,medical,NC,0
2438,35000,36 months,17.77,MORTGAGE,206000.0,small_business,LA,0
1732,35000,36 months,17.77,RENT,180000.0,debt_consolidation,MD,1
1494,35000,36 months,17.77,RENT,80000.0,debt_consolidation,WA,0
1539,35000,36 months,17.77,OWN,300000.0,credit_card,NY,1
1843,35000,36 months,17.77,OWN,85461.5,debt_consolidation,OK,1
1428,35000,36 months,17.77,RENT,85340.0,credit_card,NY,0
1800,35000,60 months,17.77,RENT,110000.0,credit_card,AZ,0
1389,35000,60 months,17.77,MORTGAGE,104000.0,credit_card,IL,1
1473,35000,60 months,17.77,OWN,140000.0,debt_consolidation,TX,0
2362,35000,36 months,17.77,OWN,95000.0,debt_consolidation,SC,0
1810,35000,36 months,17.77,OWN,140000.0,other,FL,1
1699,35000,60 months,17.77,MORTGAGE,310000.0,debt_consolidation,CA,0
1380,35000,60 months,17.77,MORTGAGE,160000.0,debt_consolidation,TN,1
1540,35000,36 months,17.77,RENT,250000.0,debt_consolidation,CA,1
1771,35000,36 months,17.77,RENT,105000.0,credit_card,TX,0
2657,35000,36 months,17.86,MORTGAGE,135000.0,major_purchase,NJ,0
2700,35000,36 months,17.86,MORTGAGE,124900.0,home_improvement,FL,0
2632,35000,60 months,17.86,MORTGAGE,115000.0,debt_consolidation,MI,0
2655,35000,60 months,17.86,MORTGAGE,99400.0,debt_consolidation,CA,0
2634,35000,36 months,17.86,MORTGAGE,155000.0,credit_card,MO,0
399,35000,60 months,17.88,MORTGAGE,146000.0,debt_consolidation,FL,0
492,35000,60 months,17.88,RENT,95000.0,debt_consolidation,CA,0
490,35000,60 months,17.88,MORTGAGE,80000.0,home_improvement,IL,0
487,35000,36 months,17.88,MORTGAGE,102000.0,small_business,FL,0
417,35000,60 months,17.99,MORTGAGE,82000.0,small_business,FL,1
243,35000,60 months,17.99,MORTGAGE,165000.0,debt_consolidation,CA,0
410,35000,60 months,17.99,MORTGAGE,80000.0,home_improvement,MI,0
256,35000,60 months,17.99,RENT,93500.0,debt_consolidation,CA,1
361,35000,60 months,17.99,RENT,85000.0,debt_consolidation,NY,0
370,35000,60 months,17.99,MORTGAGE,84575.0,debt_consolidation,MA,0
338,35000,60 months,17.99,MORTGAGE,120000.0,other,GA,0
422,35000,60 months,17.99,MORTGAGE,168000.0,home_improvement,NH,0
354,35000,60 months,17.99,RENT,750000.0,debt_consolidation,NJ,0
323,35000,36 months,17.99,OWN,104000.0,debt_consolidation,WI,0
292,35000,60 months,17.99,MORTGAGE,180000.0,debt_consolidation,CT,1
318,35000,60 months,17.99,MORTGAGE,195200.0,debt_consolidation,MA,0
375,35000,60 months,17.99,MORTGAGE,180000.0,credit_card,TX,0
382,35000,60 months,17.99,MORTGAGE,90525.0,home_improvement,TX,0
2568,35000,36 months,17.99,MORTGAGE,98826.0,credit_card,AK,0
342,35000,60 months,17.99,RENT,115000.0,debt_consolidation,NY,0
2625,35000,60 months,18.25,MORTGAGE,163000.0,debt_consolidation,NY,0
115,35000,36 months,18.25,MORTGAGE,96000.0,debt_consolidation,CA,0
606,35000,60 months,18.25,MORTGAGE,160000.0,credit_card,CA,0
64,35000,36 months,18.25,RENT,162000.0,debt_consolidation,CA,1
521,35000,60 months,18.25,MORTGAGE,90000.0,debt_consolidation,CO,0
595,35000,60 months,18.25,MORTGAGE,80000.0,credit_card,VA,0
2626,35000,60 months,18.25,RENT,160000.0,debt_consolidation,TX,0
2615,35000,60 months,18.25,MORTGAGE,140000.0,other,MD,0
593,35000,60 months,18.25,OWN,92000.0,home_improvement,FL,0
2649,35000,36 months,18.25,MORTGAGE,165000.0,credit_card,NV,0
1061,35000,36 months,18.25,MORTGAGE,91520.0,debt_consolidation,NJ,1
460,35000,60 months,18.25,MORTGAGE,120000.0,debt_consolidation,AZ,0
502,35000,60 months,18.25,MORTGAGE,163556.22,credit_card,TX,0
180,35000,60 months,18.25,MORTGAGE,123500.0,debt_consolidation,NH,0
575,35000,36 months,18.25,MORTGAGE,108000.0,credit_card,CA,0
1240,35000,36 months,18.25,OWN,97936.0,debt_consolidation,DC,0
137,35000,36 months,18.25,RENT,125000.0,credit_card,FL,0
2617,35000,60 months,18.25,RENT,110000.0,debt_consolidation,LA,0
2588,35000,36 months,18.25,MORTGAGE,230000.0,home_improvement,NJ,0
2620,35000,60 months,18.25,RENT,87000.0,debt_consolidation,NY,0
172,35000,36 months,18.25,MORTGAGE,130000.0,debt_consolidation,IL,0
1319,35000,60 months,18.25,MORTGAGE,285000.0,debt_consolidation,CA,0
101,35000,60 months,18.25,MORTGAGE,200000.0,other,SC,1
1134,35000,60 months,18.25,OWN,130000.0,debt_consolidation,CA,0
1114,35000,60 months,18.25,MORTGAGE,132995.0,debt_consolidation,CA,0
130,35000,36 months,18.25,RENT,89000.0,debt_consolidation,CA,0
267,35000,60 months,18.39,RENT,104000.0,wedding,NY,0
266,35000,60 months,18.39,MORTGAGE,104000.0,debt_consolidation,NY,0
231,35000,60 months,18.39,MORTGAGE,125000.0,debt_consolidation,GA,0
415,35000,36 months,18.39,RENT,108160.0,credit_card,CA,0
295,35000,60 months,18.39,MORTGAGE,53000.0,small_business,AL,1
230,35000,60 months,18.39,MORTGAGE,80000.0,debt_consolidation,CA,0
371,35000,36 months,18.39,MORTGAGE,300000.0,debt_consolidation,CA,0
331,35000,60 months,18.39,MORTGAGE,205000.0,home_improvement,MA,0
307,35000,60 months,18.39,MORTGAGE,85000.0,other,MI,0
2431,35000,36 months,18.49,MORTGAGE,90000.0,small_business,SC,1
2420,35000,36 months,18.49,MORTGAGE,95000.0,debt_consolidation,TX,1
1719,35000,36 months,18.49,MORTGAGE,220000.0,debt_consolidation,CA,1
2412,35000,36 months,18.49,MORTGAGE,130000.0,home_improvement,CA,0
2401,35000,36 months,18.49,RENT,320000.0,small_business,CA,0
2468,35000,36 months,18.49,MORTGAGE,116000.0,debt_consolidation,FL,0
1530,35000,36 months,18.49,OWN,200000.0,credit_card,MN,0
1734,35000,36 months,18.49,RENT,114999.0,debt_consolidation,CT,1
1806,35000,36 months,18.49,RENT,99913.0,debt_consolidation,LA,0
2535,35000,36 months,18.49,MORTGAGE,90000.0,debt_consolidation,OH,1
2537,35000,36 months,18.49,MORTGAGE,127500.0,home_improvement,FL,0
2538,35000,36 months,18.49,MORTGAGE,85000.0,debt_consolidation,IL,0
1515,35000,36 months,18.49,MORTGAGE,160000.0,debt_consolidation,MA,0
2330,35000,36 months,18.49,RENT,220000.0,credit_card,NY,0
2447,35000,36 months,18.49,MORTGAGE,145000.0,debt_consolidation,TX,0
1859,35000,36 months,18.49,RENT,140000.0,debt_consolidation,NY,0
2457,35000,36 months,18.49,MORTGAGE,92274.24,debt_consolidation,CA,1
2303,35000,36 months,18.49,MORTGAGE,308000.0,debt_consolidation,TX,0
2270,35000,36 months,18.49,MORTGAGE,89000.0,debt_consolidation,VA,0
2263,35000,36 months,18.49,MORTGAGE,104000.0,debt_consolidation,NJ,0
2241,35000,36 months,18.49,MORTGAGE,120000.0,other,CO,0
2167,35000,36 months,18.49,RENT,130000.0,debt_consolidation,CA,0
1650,35000,36 months,18.49,MORTGAGE,98030.16,debt_consolidation,CA,1
2323,35000,36 months,18.49,MORTGAGE,300000.0,other,NJ,0
2129,35000,60 months,18.49,MORTGAGE,125000.0,small_business,CA,0
1637,35000,36 months,18.49,MORTGAGE,600000.0,major_purchase,SC,1
2070,35000,36 months,18.49,RENT,94000.0,debt_consolidation,TX,0
2056,35000,36 months,18.49,MORTGAGE,130000.0,wedding,NC,0
1481,35000,36 months,18.49,MORTGAGE,108000.0,credit_card,TX,0
1878,35000,36 months,18.49,MORTGAGE,170000.0,debt_consolidation,IL,0
1595,35000,36 months,18.49,OWN,152000.0,debt_consolidation,TX,0
2665,35000,36 months,18.54,MORTGAGE,400000.0,debt_consolidation,TX,0
2685,35000,60 months,18.54,OWN,150000.0,debt_consolidation,MN,0
2660,35000,36 months,18.54,MORTGAGE,180000.0,debt_consolidation,CA,0
2707,35000,60 months,18.54,RENT,110000.0,debt_consolidation,IL,0
784,35000,60 months,18.55,MORTGAGE,90000.0,debt_consolidation,IL,0
660,35000,60 months,18.55,OWN,210000.0,debt_consolidation,NY,1
796,35000,36 months,18.55,MORTGAGE,184000.0,debt_consolidation,OH,1
670,35000,60 months,18.55,RENT,120000.0,major_purchase,LA,0
686,35000,60 months,18.55,MORTGAGE,200000.0,debt_consolidation,TX,0
740,35000,60 months,18.55,MORTGAGE,120000.0,credit_card,NY,0
745,35000,36 months,18.55,MORTGAGE,90000.0,debt_consolidation,OK,0
754,35000,60 months,18.55,MORTGAGE,115000.0,debt_consolidation,NY,0
778,35000,36 months,18.55,MORTGAGE,160000.0,credit_card,VA,0
804,35000,36 months,18.55,RENT,86000.0,debt_consolidation,NJ,0
968,35000,36 months,18.55,OWN,120000.0,debt_consolidation,NJ,1
818,35000,60 months,18.55,MORTGAGE,85000.0,debt_consolidation,NM,1
824,35000,60 months,18.55,RENT,120000.0,credit_card,NY,0
825,35000,60 months,18.55,MORTGAGE,110000.0,debt_consolidation,WA,0
830,35000,36 months,18.55,MORTGAGE,125000.0,debt_consolidation,MI,0
836,35000,36 months,18.55,MORTGAGE,107000.0,debt_consolidation,PA,0
840,35000,36 months,18.55,MORTGAGE,325000.0,credit_card,PA,0
648,35000,60 months,18.55,MORTGAGE,105000.0,debt_consolidation,CA,0
811,35000,60 months,18.55,MORTGAGE,167000.0,credit_card,PA,0
808,35000,60 months,18.55,RENT,130000.0,debt_consolidation,CA,0
496,35000,60 months,18.62,MORTGAGE,200000.0,home_improvement,DE,0
171,35000,60 months,18.64,RENT,75000.0,debt_consolidation,CA,0
212,35000,36 months,18.64,RENT,150000.0,debt_consolidation,CA,0
189,35000,60 months,18.64,MORTGAGE,130000.0,debt_consolidation,NJ,0
145,35000,60 months,18.64,MORTGAGE,90000.0,debt_consolidation,OH,1
154,35000,36 months,18.64,RENT,270000.0,debt_consolidation,NY,1
65,35000,36 months,18.64,MORTGAGE,146000.0,debt_consolidation,CA,0
43,35000,60 months,18.64,RENT,85602.0,debt_consolidation,CA,1
19,35000,60 months,18.64,MORTGAGE,110000.0,debt_consolidation,TX,0
3,35000,60 months,18.64,MORTGAGE,85000.0,debt_consolidation,IL,0
2332,35000,36 months,18.75,MORTGAGE,98000.0,debt_consolidation,NY,1
